1.1193,0.58798,3.0867,2.3249,1.1923,0.25,0.47805,0.37676,0.9,0.017757,0.036258
0.74691,0.2072,5.9461,1.8647,0.765,1,0.32355,0.70905,1.0724,0.0077893,0.0029859
1.3725,0.45803,4.9425,2.367,1.4181,0.75,0.34136,0.43934,1.1576,0.01468,0.019583
1.1913,0.55691,3.4561,2.1314,1.2383,0.625,0.13246,0.61279,0.80623,0.013517,0.023782
1.178,0.36046,4.1275,2.6575,1.1968,0.125,0.75932,0.16058,1.179,0.0064491,0.0055343
1.4115,0.46893,4.6291,3.1582,1.4467,1,0.35047,0.48942,1.0344,0.012343,0.023049
1.1198,0.51185,5.7885,1.7697,1.176,1,0.90318,0.20183,1.1489,0.0075684,0.021733
1.4075,0.61364,4.4424,2.1336,1.4904,0.75,0.16348,0.40762,0.75498,0.014492,0.031768
1.4161,0.59024,6.0127,3.2045,1.4981,0.875,0.17917,0.74805,0.86023,0.0038964,0.029628
1.3855,0.47838,4.921,3.3671,1.4218,0.875,0.30935,0.56538,0.96437,0.019122,0.023825
1.3834,0.46857,8.4791,2.1355,1.4486,0.625,0.39493,0.23852,0.92736,0.013097,0.016474
1.2822,0.6925,2.7307,2.4665,1.375,0.25,0.16851,0.27547,0.64031,0.022684,0.04876
0.64034,0.2735,3.9888,1.9471,0.67276,1,0.50213,0.093926,1.2083,0.01013,0.0057169
0.68931,0.29461,3.652,1.8409,0.72528,1,0.76113,0.026824,1.4526,0.0081802,0.0050745
0.77326,0.23019,7.4894,1.6132,0.79836,1,0.39727,0.31611,0.7874,0.0084781,0.0036883
0.74281,0.24209,5.7956,2.1334,0.76984,1,0.45075,0.3006,1.1,0.0058929,0.0049404
1.265,0.52549,3.3728,1.7935,1.3292,0.25,0.52444,0.34229,0.46904,0.0086382,0.024998
1.075,0.56964,2.8259,2.5739,1.1456,0.25,0.35309,0.24029,0.74833,0.010008,0.034836
0.77016,0.26252,5.6878,2.5552,0.7995,1,0.49068,0.36214,0.99499,0.011958,0.0063206
1.1188,0.33271,4.502,2.4646,1.1384,0.125,0.38184,0.23004,0.83666,0.0060615,0.0069337
1.4418,0.34237,6.7104,2.1867,1.4631,1,0.42846,0.31667,0.86603,0.010887,0.0071931
1.182,0.18856,9.5173,1.0764,1.1892,1,0.6293,0.29333,0.71414,0.004965,0.0027243
1.1093,0.20183,10.857,1.1765,1.1213,0.125,0.88159,0.18617,1.0724,0.0069904,0.0030822
0.82791,0.26968,4.7914,1.3774,0.85471,1,0.21884,0.28125,1.1576,0.0080366,0.0056069
