1.0722,0.0098793,274.19,1.6536,1.0722,0.75,0.59072,0.21716,0.5,0.00020669,9.1974e-06
1.0584,0.25466,9.3476,2.6142,1.082,1,0.68952,0.10579,0.7,0.0056228,0.004382
1.0563,0.030571,131.26,1.6206,1.0567,0.25,0.5473,0.11546,0.2,0.00026999,2.8145e-05
1.0535,0.013393,126.25,1.7594,1.0535,0.25,0.32656,0.10094,0.4,0.00062355,1.7377e-05
1.0544,0.014292,207.39,1.813,1.0545,0.75,0.33055,0.089064,0.6,0.00030575,1.6964e-05
1.0543,0.010268,195.1,1.7761,1.0543,0.375,0.23514,0.24794,0.5,0.00015824,1.0013e-05
1.0516,0.01449,218.57,1.84,1.0517,0.5,0.4379,0.19915,0.6,0.00030178,1.1555e-05
1.054,0.02066,164.44,2.026,1.0542,0.75,0.60446,0.084395,0.5,0.00040507,2.5222e-05
1.0535,0.014242,209.15,1.8978,1.0536,1,0.36988,0.27815,0.7,0.00041545,2.3826e-05
1.0537,0.015348,164.2,1.8319,1.0538,0.625,0.35115,0.29317,0.5,0.00026523,1.4749e-05
1.0518,0.030568,67.535,1.7791,1.0521,0.25,0.36981,0.32393,0.6,0.00096487,0.00011026
1.0541,0.010311,271.32,1.7557,1.0542,0.5,0.068085,0.35486,0.4,0.00027235,1.2779e-05
1.0567,0.025823,238.12,1.7019,1.057,0.75,0.3429,0.43516,0.7,0.0011094,6.379e-05
1.06,0.038158,144.13,1.818,1.0606,0.375,0.55369,0.32934,0.4,0.00069401,5.2489e-05
1.0574,0.012486,149.25,1.8622,1.0574,0.625,0.05249,0.57089,0.6,0.00048002,1.5273e-05
1.0573,0.013927,220.03,1.9041,1.0574,1,0.4871,0.28649,0.6,0.00041242,2.1014e-05
1.0553,0.011163,332.68,1.771,1.0554,0.75,0.1065,0.12939,0.6,0.00022074,1.0104e-05
1.0559,0.011821,248.05,1.7828,1.0559,0.25,0.45619,0.2042,0.4,0.00030355,1.5037e-05
1.0574,0.012372,200.34,1.9242,1.0575,0.25,0.18346,0.46895,0.4,0.00038293,1.666e-05
1.0577,0.015167,192.1,1.8819,1.0578,0.625,0.19231,0.24706,0.3,0.0002344,2.6737e-05
1.0608,0.042193,54.348,2.9599,1.0614,0.375,0.12912,0.62994,0.44721,0.0010083,0.00019211
1.0573,0.021889,124.38,1.7569,1.0575,1,0.3841,0.59723,0.44721,0.00025849,3.4226e-05
1.0566,0.015782,156.15,1.9636,1.0567,0.375,0.16605,0.41035,0.5,0.00031671,2.3237e-05
1.0619,0.02381,111.93,1.9039,1.0621,0.5,0.35788,0.19835,0.4,0.00049512,5.2986e-05
