1.1472,0.96243,1.9212,3.0319,1.2708,0.625,0.32399,0.31677,0.61644,0.0090194,0.12145
1.1177,1.1069,1.4741,2.8387,1.2908,0.625,0.32367,0.35693,0.7,0.030996,0.16056
0.94343,1.0034,1.7164,2.2008,1.1126,0.625,0.36993,0.15658,0.84853,0.0077958,0.16992
0.78964,0.84903,1.2864,3.142,0.99594,0.625,0.35972,0.67395,0.80623,0.004253,0.12265
1.0549,1.1617,1.4289,2.7412,1.2684,0.625,0.33819,0.55568,0.84853,0.0091191,0.21022
1.1312,0.96229,2.1763,2.3133,1.276,0.75,0.4357,0.32447,0.74833,0.01184,0.1501
1.0217,0.81208,2.4708,2.6032,1.1672,0.75,0.37659,0.16666,0.80623,0.015011,0.095588
1.0917,0.90644,1.5878,3.2937,1.1852,0.5,0.24721,0.60361,0.5831,0.030695,0.10908
0.97395,1.0298,1.8287,2.7298,1.2217,0.625,0.56671,0.33809,0.67082,0.0083779,0.15227
1.0467,1.0327,1.7398,2.3745,1.3412,0.625,0.40532,0.67369,0.60828,0.023266,0.17339
1.0954,1.0586,1.4224,2.8568,1.3161,0.625,0.27819,0.17741,0.74833,0.0093232,0.13744
0.8832,1.1776,1.5868,3.442,1.2151,0.625,0.33256,0.56385,0.7,0.0027209,0.21631
1.0063,1.0886,1.9232,3.1685,1.3315,0.75,0.42938,0.32707,0.72801,0.032894,0.19431
1.2593,1.4646,1.4749,2.8644,1.6986,0.75,0.41541,0.37997,0.92736,0.022819,0.29716
1.1287,1.1784,2.1098,3.1179,1.4131,0.625,0.5463,0.45574,0.63246,0.01239,0.20701
1.0497,0.93748,1.6322,2.762,1.2149,0.625,0.44405,0.19313,0.72801,0.013513,0.14665
0.95948,1.1788,1.2811,2.6586,1.2963,0.625,0.35449,0.23957,0.7,0.022095,0.21075
0.72949,0.89774,1.3826,2.642,0.94621,0.75,0.38284,0.26824,0.87178,0.016162,0.12222
1.072,1.0398,1.4116,2.7435,1.2737,0.75,0.46695,0.62543,0.80623,0.013703,0.11672
0.71317,0.96486,1.4072,2.0237,0.99535,0.75,0.54717,0.14102,0.80623,0.021128,0.15545
1.3034,1.1315,1.6217,3.2069,1.4271,0.625,0.44924,0.52443,0.74833,0.019552,0.16038
0.92668,0.8896,1.5602,2.6996,1.0893,0.75,0.34349,0.35071,0.87178,0.0053045,0.11188
1.0448,1.2087,1.3267,2.7585,1.4083,0.75,0.51573,0.19593,0.88318,0.044832,0.20005
1.0423,1.1693,1.4228,2.5021,1.3891,0.625,0.3558,0.12976,0.78102,0.01179,0.2161
0.97429,0.92236,1.7535,2.3477,1.1695,0.625,0.23445,0.09325,0.87178,0.0077463,0.12409
0.91347,0.9534,1.1898,2.7513,1.1533,0.5,0.4364,0.18532,0.92736,0.024826,0.12091
0.83149,0.99811,1.1116,2.1365,0.97364,1,0.36989,0.46136,0.9798,0.020942,0.095717
1.0768,1.1002,1.5668,3.1282,1.3045,0.875,0.38351,0.74493,0.9434,0.026842,0.13259
0.94619,1.2266,1.023,2.6937,1.2366,1,0.37062,0.27095,1.3675,0.045413,0.13793
0.90723,1.0369,1.165,3.2133,1.0697,1,0.47006,0.2814,1.241,0.024371,0.094531
1.1787,0.9147,1.7853,1.9976,1.2778,1,0.57934,0.079705,0.99499,0.045614,0.099047
1.305,1.3707,1.5601,2.4205,1.6102,1,0.37985,0.15232,1.1045,0.029093,0.17067
0.93157,1.2953,1.0963,2.3151,1.2547,1,0.35558,0.19608,1.3675,0.050941,0.15445
0.90191,1.1929,1.0863,2.2242,1.226,1,0.34984,0.040141,1.2689,0.0398,0.1341
0.82388,1.16,1.0742,3.3324,1.1269,0.875,0.38634,0.65491,1.044,0.02808,0.13811
1.2522,1.1377,1.4437,1.7487,1.4201,1,0.36173,0.2145,1.1446,0.046091,0.12359
0.9752,1.3095,1.131,1.981,1.362,1,0.30839,0.053794,1.3675,0.044572,0.14517
1.2335,1.119,1.4898,2.1109,1.4276,1,0.38471,0.274,1.063,0.040798,0.12736
0.99384,1.1814,1.6298,2.2405,1.2294,0.25,0.26235,0.60687,0.74833,0.0056824,0.13987
0.98088,1.0711,1.175,2.49,1.2557,0.875,0.46263,0.37947,1.077,0.0077699,0.15729
1.2473,1.1175,1.6027,1.9868,1.4025,1,0.37296,0.28107,0.94868,0.018913,0.11863
1.073,1.076,1.4036,2.0394,1.2892,1,0.48179,0.5298,1.005,0.01921,0.095646
0.91092,1.0009,1.1932,2.8363,1.1269,1,0.39345,0.6173,1.1045,0.014754,0.09178
0.89232,1.116,0.98449,2.8185,1.1801,1,0.32634,0.30559,1.1916,0.035103,0.11589
1.2239,1.4633,1.3695,2.5934,1.5582,1,0.30377,0.47091,1.1045,0.038126,0.18643
0.7053,0.86867,1.1079,2.6842,0.902,1,0.63825,0.31904,1.063,0.026719,0.06852
0.77732,1.1122,1.0024,2.1209,1.1099,1,0.44036,0.55461,1.077,0.0099429,0.12331
1.0793,1.092,1.377,1.527,1.2686,1,0.42966,0.41719,1.1225,0.028679,0.1045
1.1376,1.0599,1.5662,2.7483,1.2931,1,0.47061,0.80543,0.94868,0.018971,0.10229
1.036,1.0948,1.4746,2.7095,1.2328,0.875,0.49415,0.71396,0.8775,0.018397,0.12243
1.0925,0.93602,1.4779,1.7791,1.2494,0.875,0.51388,0.32544,1.077,0.0076755,0.1072
1.1043,0.91117,1.6602,2.1189,1.2586,0.875,0.34845,0.064668,0.98995,0.01674,0.10168
0.99913,0.98413,1.4517,1.2874,1.1613,0.75,0.35087,0.49801,1.0488,0.021572,0.10189
1.1853,1.0907,1.615,1.7782,1.4324,0.875,0.38477,0.24292,0.9434,0.026207,0.12733
0.95086,0.89315,1.6614,2.5823,1.0904,0.75,0.39002,0.40807,1.0677,0.016046,0.08299
1.1669,0.93595,1.8288,1.8234,1.2995,0.875,0.35278,0.15888,0.88318,0.017025,0.065264
0.99472,1.1114,1.46,2.3076,1.3195,0.75,0.24952,0.44445,0.7874,0.019953,0.13423
1.0769,1.2179,1.4561,2.2054,1.363,0.875,0.45574,0.27258,0.92736,0.036698,0.1413
1.065,1.4834,1.2314,1.6922,1.5446,0.875,0.36334,0.04654,0.83666,0.028019,0.23358
1.0655,1.2476,1.3104,1.4911,1.4239,0.875,0.41127,0.11227,0.9798,0.006551,0.16895
0.78944,1.0319,1.0894,2.6361,1.1091,1,0.42882,0.14473,0.83066,0.038021,0.10233
0.9348,1.612,1.1329,2.0208,1.4228,1,0.39389,0.30502,0.9798,0.0083916,0.26083
1.1024,1.1753,1.3132,2.5318,1.3891,0.875,0.38916,0.22646,1.0677,0.038814,0.14069
0.61566,0.97603,0.87974,2.2075,0.96927,1,0.37496,0.22669,0.95394,0.023391,0.092809
1.009,1.22,1.2212,1.4975,1.2441,1,0.408,0.28302,1.1916,0.038519,0.12709
1.0452,1.2001,1.5116,2.8452,1.3009,0.875,0.37285,0.72092,0.93808,0.01246,0.13618
1.1271,1.1425,1.6706,2.7891,1.424,0.875,0.41278,0.3131,1.044,0.0069312,0.11281
1.0262,1.4405,1.0357,2.178,1.5836,1,0.38958,0.2371,1.1533,0.028221,0.17993
1.7209,1.4453,2.3873,1.8287,2.0392,1,0.61191,0.17966,0.89443,0.0368,0.18657
0.90021,1.155,1.0816,2.6153,1.1881,1,0.72958,0.33239,1.3454,0.0439,0.13238
1.0645,1.3905,1.1875,1.7866,1.4619,1,0.42102,0.24853,1.063,0.045606,0.15358
1.0297,1.1179,1.5589,1.3926,1.2528,0.875,0.39351,0.35367,0.89443,0.026006,0.13145
1.0214,1.1453,1.466,2.453,1.3058,0.875,0.4027,0.22124,0.9434,0.043289,0.13037
1.1051,1.1363,1.4218,2.3607,1.3282,1,0.45115,0.32951,1.179,0.036139,0.109
0.6481,1.1386,0.8678,2.404,1.0603,1,0.50242,0.1236,1.0677,0.04724,0.11683
0.76879,1.2258,0.9118,1.1653,1.2377,1,0.43853,0.27345,1.245,0.041456,0.13866
1.1734,1.474,1.3923,1.0949,1.539,1,0.42561,0.24206,0.91652,0.019798,0.19263
0.84818,1.1008,1.1413,1.4302,1.2214,1,0.4056,0.12867,1.118,0.018973,0.098829
1.0237,1.3708,1.2161,2.3994,1.4737,1,0.5452,0.25503,1.1916,0.032605,0.14988
1.0041,1.1125,1.4951,1.474,1.2613,1,0.4088,0.070886,0.83066,0.01778,0.11132
0.9208,1.1835,1.2875,1.2025,1.2211,0.875,0.351,0.31485,0.8124,0.045165,0.13946
0.89557,1.2328,1.1284,1.9862,1.257,1,0.38084,0.25713,1.118,0.024902,0.13426
0.80203,1.0047,1.2299,1.6867,1.1308,0.875,0.30884,0.19606,0.98489,0.017655,0.11352
1.1258,1.4497,1.4019,2.27,1.5862,0.875,0.37195,0.21698,1.0247,0.030325,0.21013
1.1562,0.99863,1.6302,1.3559,1.3032,0.875,0.59556,0.22768,0.96437,0.021727,0.13974
1.2798,1.0261,1.8895,1.7547,1.4854,0.75,0.34043,0.19166,0.91104,0.027547,0.099406
0.90074,1.274,1.0885,1.3429,1.2198,0.625,0.35026,0.53942,0.8124,0.011145,0.17044
1.1508,1.1079,1.6026,1.6353,1.3583,0.625,0.12724,0.30064,0.61644,0.030565,0.17042
0.77136,1.3899,0.76506,2.8448,1.435,0.625,0.49068,0.31956,1.0392,0.016798,0.24611
0.50401,1.1971,0.86007,1.6664,1.1247,0.5,0.24565,0.39145,0.92736,0.047278,0.18598
1.0844,1.379,1.0828,3.2032,1.5239,0.625,0.090503,0.81341,0.76811,0.010659,0.1528
0.8963,1.1046,1.1836,1.8774,1.1593,0.5,0.083316,0.12695,0.75498,0.02279,0.12601
0.66001,1.5967,0.65512,2.4871,1.2643,0.625,0.44442,0.63071,1.0247,0.03116,0.26245
1.1738,1.0033,1.6218,0.74965,1.3116,0.625,0.2514,0.088477,1.0392,0.012235,0.13365
0.54045,1.3627,0.54911,3.0466,1.1605,0.625,0.27404,0.34895,0.75498,0.035848,0.24248
